@relation opinion
@attribute sentence string
@attribute category {positive,negative,neutral,objective}
@attribute positiveW NUMERIC
@attribute negativeW NUMERIC
@attribute positiveE NUMERIC
@attribute negativeE NUMERIC
@attribute feelingcategory {positive,negative,neutral,objective}
@data
'	 footage   studio  bullet   valentine  finished up recording  upcoming  th album       ',objective,0,0,0,0,objective
'	 bought   st heineken beer   vegas  ps   lived     yrs took   pic twitter com wxvobdek ',negative,0,0,1,0,positive
'	   june        european tour party drove  fabulous road  davos  stelvio     last  bit      ',neutral,0,0,0,0,objective
'	join   thursday   introduction   dramatic reading  charles dickens   christmas carol          pm  ',objective,0,0,0,0,objective
'	 thementalistcbs can  wait   new series  starts  sunday    britain   redjohn ',positive,0,0,0,0,objective
'	published  new blog entry november      known  sheila  great"  art   county    ',positive,1,0,0,0,positive
'	dr  mohamed morsi announced  egypt  first elected president   glorious   th  jan revolution  congratulations ',positive,0,0,0,0,objective
'	northern lights sale  thursday  great pedigrees      catalogue! genomics  full packages! view catalogue online! ',positive,1,0,3,0,positive
'	 think bowen  cofield   better   nd yr   hope jenkins    good   look last preseason     unhatched eggs ',positive,3,0,0,0,positive
'	 added  google  hangout   schedule     november    details     ',objective,0,0,0,0,objective
'	" purpleendorphin   want tang jun  christmas  want   valentines  well!!! ',positive,0,0,1,0,positive
'	    voted   st lady    coast   coast mixtape     hosted  kendrick lamar!  messengerlady  ',neutral,0,0,1,0,positive
'	news release    october      customers   negros sub grid experienced  partial outage today      pm (cont)   ',negative,0,0,0,0,objective
'	look  steelers fans  know    upset  suisham missing  kick   know   heard  guy named billy cundiff  available  ',neutral,0,1,0,0,negative
'	oh      fellating harry redknapp        rd  against stoke last season  remember   ',neutral,0,0,0,0,objective
'	 discoveryuk  halloween good         rd  valentine       ',positive,1,0,0,0,positive
'	 mostdumbestlaws   betrayed wife  legally allowed  kill  adulterous husband         bare hands  (hong kong) ',negative,0,0,0,0,objective
'	 jsitton    think    line  up   eligible receiver like jacksonville did against  guys sunday  thoughts  ',neutral,1,0,0,0,positive
'	russell howard   cuckoo   celebrity juice   family guy  thursday night   best night  comedy ',positive,1,0,0,0,positive
'	ricky martin   gay    sexy   !!!!!!!!   ',positive,0,0,1,0,positive
'	hey  kcrw members  did    shot  leonard cohen tix  morning   mbekcrw   anne_litt       sunday! ',positive,0,1,1,0,neutral
'	gonna ride  love train tomorrow  dig     soul train   ojays   bad ass        https     ¦ ',positive,1,1,0,0,neutral
'	 wish  was  md  wanna bear  negros shit  fun     sunday  ross snighter sunday finna pop   twl ',positive,1,0,0,0,positive
'	nick diaz   would "fight gsp tomorrow   ufc asked"     know   wouldn        suspended    ',negative,0,0,0,0,objective
'	first tweet   loving san diego! busy  like   ready   ufc  fuel tv tomorrow  ',positive,2,0,1,0,positive
'	  thinking  running   australia  weekend  january     good  bad idea  ',neutral,1,1,0,0,neutral
'	glittery nails      polishes   wonderland collection  modelsown   ',positive,0,0,1,0,positive
'	     new icon      changing icons  lot    jennette uploads pics cause     beautiful ',positive,0,0,0,0,objective
'	damn   missed   cmas  ng  ruth ',neutral,0,1,0,0,negative
'	dr  mohammed morsi announced  egypt  first elected president   glorious   th  jan revolution       ',positive,0,0,0,0,objective
'	 benthepcguy   can answer   try!    wp     call  rd   apps  like intents  android   wanna switch  wp! ',positive,1,0,2,0,positive
'	protest against  mitch daniels purdue presidential nomination tomorrow   loeb theater      pm  bring  friend!  soapurdue ',negative,0,1,1,0,neutral
'	dr  mohamed morsi announced  egypt   st elected president   glorious   th  jan revolution  congratulations   egypt! ',positive,0,0,1,0,positive
'	 thursday night football game sucks    chiefs!   want   hot head rivers explode   sideline tonight  ',negative,0,1,1,0,neutral
'	 saphila       people   superbowl  sun city  "discover"   help "africa run like never " ',neutral,1,0,0,0,positive
'	nebraska placed  nation leading  players   first  senior bowl watch list released saturday      ',positive,0,0,0,0,objective
'	playing  garbage    prep  tomorrow  concert  fort canning    baby   ! ',positive,1,0,1,0,positive
'	 thereidreport     potus wins  nd term    nj gov gonna  back  bashing    state   better shape   ) ',positive,2,0,0,0,positive
'	 mona_elashry criminals killed sadat     process  killed egypt    destroyed  future  young   old egyptians   ',negative,0,0,0,0,objective
'	watching  favourite  oprah   scenes   th  jennifer hudson goes awol   excuse     hell     ',negative,0,1,0,0,negative
'	 jayauna_man     game    tyeisha ',neutral,0,0,0,0,objective
'	fabio capello       days  can assure  russia  capable    good result  portugal tomorrow"  ',positive,1,0,0,0,positive
'	 "columbus" shoots bill murray  zombieland       funniest    ',objective,0,0,0,0,objective
'	photo  fab find! jason wu satin scarlet clutch    th! whoop whoop!  instagram)   ',positive,1,0,3,0,positive
'	poland criticize    th amendment   new frame has  opened  none   topic was   earlier   uprlka ',neutral,0,0,0,0,objective
'	"success saturday"    great     th annual girlfriend group celebration!  cheryl wood  chere cofield  vanessa maddox ',positive,1,0,1,0,positive
'	  cmpunk holds  wwe title   royal rumble     held  title      days      th longest reign    ',neutral,0,0,0,0,objective
'	sag  life  stacey  april  gabriel irieapril  mrandmrscheek happy wedding  gabe!   north star ballroom   ',positive,1,0,1,0,positive
'	victor cruz  tuesday   agent    giants  "agreed   structure"   new contract   profootballtalk  nfl  espnfantasy ',objective,1,0,0,0,positive
'	 best   walking dead returning   means spartacus   back  (dammit  starz site says january) ',positive,1,0,1,0,positive
'	thanks  jesus  cvs   mom    mary    was able  kick  flu    now       maryjane  monday!  struggles ',positive,1,0,2,0,positive
'	tip  apple ceo    want   outsourcing  mapping apps  china   ur     bout bring   manufacturing jobs back  ',neutral,0,0,0,0,objective
'	 geesblackhair oh  god   cant brfeathe wdswkiademj  dotn know   calmdmm         ]( ',positive,0,0,0,0,objective
'	    nowfm  jenniferhudson   jennifer hudson    th street  looks great!! super skinny ',positive,2,0,1,0,positive
'	 longharryimagine  imagine    friday night   find  watching  notebook      (cont)   ',neutral,0,0,0,0,objective
'	nfl commissioner roger goodell says   cancel  pro bowl    would  care   was no pro bowl  ',negative,1,0,0,0,positive
'	join phil  november     better software east conference  orlando     speaking         ',neutral,1,0,0,0,positive
'	pacino  play paterno  bio film coming      mark pacino   nd film   phrase  hello    friend " ',objective,1,0,0,0,positive
'	 swear  tomorrow  niner fans start tweeting  kyle williams tomorrow  best believe   gonna put   check  ',negative,1,0,0,0,positive
'	recap    bad     tuesday   spike lee documentary  michael jackson   was  amazing      was      days  ',positive,0,1,0,0,negative
'	 adamlambert omfg adam lambert  nominated   grammies!!!!!!!!!!!!!!!!!!!!!    ',neutral,0,0,0,0,objective
'	harry styles rocking lyle  scott             honest   wish    life    lyle_and_scott pic twitter com j stx  ',positive,0,0,0,0,objective
'	  experiencing  issues  fuel tv (ch    should  back up friday  monday  ',negative,0,0,0,0,objective
'	blog post  vice president joe biden  present  top  list  cbs  "late   david letterman thursday       ',objective,0,0,0,0,objective
'	kpop   psy   first korean  win  grammy   psy  qualify   upcoming grammy awards  gangnam sty      ',positive,1,0,0,0,positive
'	sticks  stones  break  bones   rugby does  better! ',positive,1,0,1,0,positive
'	 can  blame br   wasn    spunked away   cash    wasn    refused  spend    ',negative,0,0,0,0,objective
'	rumor   blackhawks   traded niklas hjalmarsson    oilers  sam gagner  stay tuned  ',objective,0,0,0,0,objective
'	  visit   iran   euro mps was called  sat  tehran refused    meet   jailed activist ',negative,0,0,0,0,objective
'	 linsanity" espnstatsinfo  jeremy lin was       rockets   debut      nd best  minus     game   career " ',positive,1,0,0,0,positive
'	 richardwakile   station up  running   gas bad     ! ',positive,0,1,1,0,neutral
'	   indianapolis tomorrow swing   macy   castelton mall                 signing autographs  pictures! ',positive,0,0,1,0,positive
'	 rbusch     anaheim ducks  interested  sam gagner   edmonton oilers  could  part   trade   ducks  st  pick ',objective,0,0,0,0,objective
'	cannot wait    fancystepdad   boys  theprincerupert   jakecausey  friday  athens! ',positive,0,0,1,0,positive
'	 princeton diggy)  imagine   happy valentine   (yn)    february              nounouche   ',positive,1,0,0,0,positive
'	hey daryl! great connecting  anti  fracking colorado  excited      issue  deadline  nov   th   dhlovelife ',positive,1,0,1,0,positive
'	 bucksadschool morning  homeless men evening  charles dickens  great great granddaughter standard    st yrs  bucksadschool ',neutral,2,0,0,0,positive
'	did    full  part  job  internship offer    know! signing  tomorrow  lbjsc amphitheater tell    work! ',objective,0,0,2,0,positive
'	niggas was      th grade shit tonight ',negative,0,0,0,0,objective
'	toi israel admits      killing  arafat  deputy  israel   first   thursday admitted responsibility      ',negative,0,0,0,0,objective
'	thanks      friday night     threat signal  dickens! awesome night!!! ',positive,2,0,2,0,positive
'	 nery_lr lol       saturday  yeah    ',positive,0,0,0,0,objective
'	  excited  trunk  treat tomorrow (nov  night   boys  girls club  pottstown    start       ',positive,1,0,0,0,positive
'	  new  sexy comment   theeuropeandream  available  indianapolis  friday sunday! ',positive,0,0,1,0,positive
'	 steelernation   boys         nfl pro bowl     nfl ur vote  counts  unlike  nov  th election  ',neutral,0,0,0,0,objective
'	    denzel washington movie  flight has  itsjustinmartin       kid      theatre tomorrow ! ',positive,0,1,3,0,positive
'	love  like michael jackson   th nose      never understand  ',neutral,2,0,0,0,positive
'	   join    sia trek  treat  october   th!      fundraiser   safe house! ',objective,1,0,2,0,positive
'	    lot  candy left  want tomorrow   ) ',positive,0,0,0,0,objective
'	buffalo bills  kyle williams misses practice thursday     straight   buffalo bills       bills  nfl ',negative,0,1,0,0,negative
'	hey guys tomorrow  now national ground hog    hope     post  !! hahahaha ',positive,1,0,1,0,positive
'	 hollypaterson_x was playing temple run earlier  was thinkin       th  xo ',neutral,1,0,0,0,positive
'	  know  shit bar!      arm stamped!   wake up tomorrow  prints   arm   twat! ',negative,0,0,2,0,positive
'	apple software  retail chiefs   overhaul  san francisco (reuters)   apple  ceo tim cook  monday replaced  heads       ',objective,0,0,0,0,objective
'	 loanwatch  ben amos   doubt  tonight  hull city game  doncaster nd  league cup)    groin problem  ',negative,0,0,0,0,objective
'	wow   sounds like junior   well! ',neutral,1,0,1,0,positive
'	 !! waterbearer      tanycoutur  northernbeauty_   guys want     new denzel washington movie tomorrow " ',positive,0,0,1,0,positive
'	 zachjayl  won    candy  monday      stupidity)  sick person right meow      ',negative,1,0,0,0,positive
'	jay paterno   penn state assistant football coach  son  joe paterno   sunday night   was   event      ',neutral,0,0,0,0,objective
'	 kvaldez   kaaaaarrraaa     )) ',positive,0,0,0,0,objective
'	   st volkswagen "twat" today    jetta  lose     spell teat   turn        ',neutral,0,1,0,0,negative
'	 means   know thursday morning   taylorswift   won    safe  sound  duet   thecivilwars!!! ',neutral,1,0,1,0,positive
'	 coverdog   piper      jukakooikerjack ras  sparky want   evidence  birthday steak  peas  gravy! ',neutral,0,0,1,0,positive
'	oh  rafa    injury  was   best     was  st   race       ',negative,1,0,0,1,neutral
'	 jamesduffy       jenelle    mistakes   has   change    better person     late     fuckhead ',negative,1,0,0,0,positive
'	 want jenelle    tomorrow      watch netflix  eat mac   cheese    ',neutral,0,0,0,0,objective
'	halloween    biggest party      new   eve  super bowl sunday ',positive,1,0,0,0,positive
'	cheaper carbon replaces silicon  solar panels  tweet washington  nov   (ians) researchers  built  first      ',neutral,0,0,0,0,objective
'	   loving jennette     st feb  february has     days   doesn  count     ',positive,0,0,0,0,objective
'	inter  roma  pace  wins  inter milan  pace  serie  leaders juventus    catania       san siro  sunday  ',neutral,1,0,0,0,positive
'	awesome wedding shoot  amsterdam today  excited fot     saturday   castle  utrecht    previews coming      ',positive,1,0,0,0,positive
'	mitch daniels  stephen colbert  purdue hat  thursday       hope  burns    raging flame  glory ',positive,2,1,0,0,positive
'	now watching denzel washington talking   new movie flight   comming  nov  nd       lateshow  david letterman ',objective,0,0,0,0,objective
'	 maherzain  dr mohamed morsi announced  egypt   st elected president   glorious   th  jan revolution  congratulations   egypt ',positive,0,0,0,0,objective
'	piss easy job analysing  motd     repeat  gary neville says  super sunday  ',positive,1,0,0,0,positive
'	  finish watching  vow tomorrow      cute movie   ',positive,0,0,0,0,objective
'	music picks    kelly  leonard cohen  cat power  fri      grace potter    nocturnals  wiltern   should      ',neutral,1,0,0,0,positive
'	 close  eyes  sun       alright no  can hurt  now  morning light      safe  sound  np ',positive,0,0,0,0,objective
'	proper buzzing  watch  vow   _courtssx tomorrow ) ',positive,0,0,1,0,positive
